Key	Type	Desc	English	Français
Items/MimiteTrophyDesc	Text		A lifelike representation of a Mimite.	Une représentation réaliste d'un Mimite.
Items/Minecart	Text		Minecart	Chariot de mine
Items/MinecartDesc	Text		Allows riding the railways.	Permet de rouler sur les chemins de fer.
Items/MinerBreastArmor	Text		Miner's Labour Suit	Costume de travail de mineur
Items/MinerBreastArmorDesc	Text		An airtight zip-up suit for working in deep caverns. The flashy orange makes it official.	Une combinaison hermétique à fermeture éclair pour travailler dans des cavernes profondes. L'orange flashy le rend officiel.
Items/MinerHelm	Text		Miner's Protective Helm	Heaume protecteur de mineur
Items/MinerHelmDesc	Text		A handy helm with integrated goggles and a still functioning headlamp.	Une barre pratique avec des lunettes intégrées et une lampe frontale toujours fonctionnelle.
Items/MinerPantsArmor	Text		Miner's Worker Pants	Pantalon de mineur
Items/MinerPantsArmorDesc	Text		Well-fitting pants that make traversing the underground much more convenient. Comes with squeaky rubber boots.	Des pantalons bien ajustés qui rendent la traversée du métro beaucoup plus pratique. Livré avec des bottes en caoutchouc qui grincent.
Items/MoldChest	Text		Mold Chest	Coffre moisi
Items/MoldChestDesc	Text		This ancient chest has been overgrown with mold.	Cet ancien coffre a été envahi par la moisissure.
Items/MoldCicada	Text		Mold Cicada 	Cigale Moisi
Items/MoldCicadaDesc	Text		A coloss cicada that died before it could cast off its hull. It looks like it got infected with an agressive mold that caused it to run rampage.	Une cigale colosse qui est morte avant d'avoir pu se débarrasser de sa coque. On dirait qu'il a été infecté par une moisissure agressive qui l'a fait se déchaîner.
Items/MoldCicadaWithoutSickle	Text		Mold Cicada 	Cigale Moisi
Items/MoldCicadaWithoutSickleDesc	Text		A coloss cicada that died before it could cast off its hull. It looks like it got infected with an agressive mold that caused it to run rampage.	Une cigale colosse qui est morte avant d'avoir pu se débarrasser de sa coque. On dirait qu'il a été infecté par une moisissure agressive qui l'a fait se déchaîner.
Items/MoldDestructible	Text		Mold Vessel	Navire moisi
Items/MoldDestructibleDesc	Text		A hollow, fuzzy fungus. Breaking it open may yield some useful goods.	Un champignon creux et flou. L'ouvrir peut rapporter des biens utiles.
Items/MoldDew	Text		Mold Dew	Rosée des moisissures
Items/MoldDewDesc	Text		Golden-colored dew that emanated from mold spores, maybe someone can find a use for it.	Une rosée dorée qui émane de spores de moisissures, peut-être que quelqu'un pourrait lui trouver une utilité.
Items/MoldPillar	Text		Mold Pillar	Pilier moisi
Items/MoldPillarDesc	Text		An ancient pillar featuring the core, it is overgrown by mold.	Un ancien pilier qui représente le noyau, il est envahi par la moisissure.
Items/MoldRing	Text		Mold Ring	Anneau moisi
Items/MoldRingDesc	Text		A soft ring slowly releasing mold spores.	Un anneau mou libérant lentement des spores de moisissure.
Items/MoldShark	Text		Mold Shark	Requin moisi
Items/MoldSharkDesc	Text		A small predator of the murky mold waters.	Un petit prédateur des eaux troubles de la moisissure.
Items/MoldShell	Text		Mold Shell	Coquille moisi
Items/MoldShellDesc	Text		The fuzzy, pale housing of a critter that has moved on.	Le logement flou et pâle d'une créature qui a déménagé.
Items/MoldTentacle	Text		Mold Tentacle	Tentacule moisi
Items/MoldTentacleTrophy	Text		Mold Tentacle Figurine	Figurine de Tentacule moisi
Items/MoldTentacleTrophyDesc	Text		A lifelike representation of a Mold Tentacle.	Une représentation réaliste d'un tentacule de moisi.
Items/MoldTree	Text		Mold Tree	Arbre moisi
Items/MoldTreeDesc	Text		A once green tree that is thoroughly infected with mold.	Un arbre autrefois vert qui est complètement infecté par la moisissure.
Items/MoldVeinNecklace	Text		Mold Vein Necklace	Collier de veine moisi
Items/MoldVeinNecklaceDesc	Text		A circle of white organic filaments, it latches onto the skin.	Cercle de filaments organiques blancs, il s'accroche à la peau.
Items/MoldWell	Text		Mold Well	Puit moisi
Items/MoldWellDesc	Text		You surely don't want to water your plants with its contents.	Vous ne voulez sûrement pas arroser vos plantes avec son contenu.
Items/MoldwebBreastArmor	Text		Moldweb Breastplate	Plastron en Moldweb
Items/MoldwebBreastArmorDesc	Text		A chest-piece covered in living mold, hungering for big prey.	Un plastron recouvert de moisissures vivantes, à l'affût de grosses proies.
Items/MoldwebHelm	Text		Moldweb Helm	Helm en Moldweb
Items/MoldwebHelmDesc	Text		A head-piece covered in living mold. Its pulse enhances your bodily functions.	Une pièce de tête recouverte de moisissures vivantes. Ses pulsations améliorent vos fonctions corporelles.
Items/MoldwebPantsArmor	Text		Moldweb Pants	Pantalon en Moldweb
Items/MoldwebPantsArmorDesc	Text		Legwear covered in living mold. It seems uninterested in feeding on the wearer.	Jambières couvertes de moisissures vivantes. Elle ne semble pas vouloir se nourrir du porteur.
Items/MoltenButterflyWing	Text		Melting Lava Wing	Aile de lave en fusion
Items/MoltenButterflyWingDesc	Text		The wing of a lava butterfly, swinging it causes spark to fly off in all directions.	L'aile d'un papillon de lave, en la balançant, fait voler des étincelles dans toutes les directions.
Items/MorphaBag	Text		Morpha's Bubble Bag	Sac à bulles de Morpha
Items/MorphaBagDesc	Text		An elastic bag with lot's of space that formed from one of Morpha's outer growths.	Un sac élastique avec beaucoup d'espace qui s'est formé à partir d'une des excroissances extérieures de Morpha.
Items/MorphaChest	Text		Morpha's Chest	Coffre de Morpha
Items/MorphaChestDesc	Text		A slime-covered chest reminiscent of the Aquatic Mass.	Un coffre recouvert de bave rappelant la masse aquatique.
Items/MorphaRing	Text		Morpha's Ring	Anneau de Morpha
Items/MorphaRingDesc	Text		A strange, little loop made from blue slime, it almost slides off of your finger.	Une étrange petite boucle faite de bave bleue, elle glisse presque de votre doigt.
Items/MorphaTrophy	Text		Morpha Figurine	Figurine de Morpha
Items/MorphaTrophyDesc	Text		A lifelike representation of Morpha, the Aquatic Mass.	Une représentation réaliste de Morpha, la masse aquatique.
Items/MucusAmoeba	Text		Mucus Amoeba	Mucus des amibe
Items/MucusAmoebaDesc	Text		A slimy giant amoeba, it seems to be looking at you.	Un mucus géant visqueux, elle semble vous regarder.
Items/Mushroom	Text		Mushroom	Champignon
Items/MushroomDesc	Text		A small cave mushroom, perfect for a snack on the go.	Un petit champignon des cavernes, parfait pour une collation sur le pouce.
Items/MushroomEnemy	Text		Shrooman	Champignon
Items/MushroomEnemyTrophy	Text		Shrooman Figurine	Figurine de Champignon
Items/MushroomEnemyTrophyDesc	Text		A lifelike representation of a shrooman.	Une représentation réaliste d'un champignon.
Items/MushroomHelm	Text		Shrooman Cap	Capuchon de shrooman
Items/MushroomHelmDesc	Text		It grows on your head. You can feel your wounds growing shut along with it.	Il pousse sur votre tête. Tu peux sentir tes blessures se refermer en même temps que lui.
Items/MushroomPlural	Text		Mushrooms	Champignons
Items/MusicBowl	Text		Music Bowl	Bol à musique
Items/MusicBowlDesc	Text		A precious bowl holding a golden cylinder that once seemed to have played a melancholic melody. But it stopped working.	Un précieux bol contenant un cylindre d'or qui semblait autrefois avoir joué une mélodie mélancolique. Mais il a cessé de fonctionner.
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	Text		CSD!3!? – It's Dangerous To Go Alone	CDD!3!? - It's Dangerous To Go Alone
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	Text		A composition containing a motivating melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Une composition contenant une mélodie motivante. La poser sur un pupitre permet de jouer la mélodie avec un instrument.
Items/MusicSheetCoreKeeperBaseTheme	Text		Core Keeper - Base Theme	Core Keeper - Thème de base
Items/MusicSheetCoreKeeperBaseThemeDesc	Text		A composition containing a homely melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Une composition contenant une mélodie familiale. La poser sur un pupitre permet de jouer la mélodie avec un instrument.
Items/MusicSheetHappyBirthday	Text		Happy Birthday To You	Joyeux anniversaire
Items/MusicSheetHappyBirthdayDesc	Text		A composition containing a celebrative birthday melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Une composition contenant une mélodie d'anniversaire. La poser sur un pupitre permet de jouer la mélodie avec un instrument.
Items/MusicSheetOwlBoyMainTheme	Text		Owlboy - Main Title	Owlboy - Theme principal
Items/MusicSheetOwlBoyMainThemeDesc	Text		A composition containing an uplifting melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Une composition contenant une mélodie édifiante. Le poser sur un pupitre permet de jouer la mélodie avec un instrument.
Items/MusicSheetStand	Text		Music Sheet Stand	Pupitre
Items/MusicSheetStandDesc	Text		A useful piece of furniture to prop up music sheets. When a music sheet is inserted, one can play the melody it contains with an instrument.	Un meuble utile pour caler les partitions. Lorsqu'une partition est insérée, on peut jouer la mélodie qu'elle contient avec un instrument.
Items/MusicSheetStardewValleyItsABigWorldOutside	Text		Stardew Valley - Spring (It's a Big World Outside)	Stardew Valley - Printemps (It's a Big World Outside)
Items/MusicSheetStardewValleyItsABigWorldOutsideDesc	Text		A composition containing a relaxing melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Composition contenant une mélodie relaxante. En la plaçant sur un pupitre, on peut jouer la mélodie avec un instrument.
Items/MusicSheetTerrariaJourneysBeginning	Text		Terraria - Journey's Beginning	Terraria - Journey's Beginning
Items/MusicSheetTerrariaJourneysBeginningDesc	Text		A composition containing an adventurous melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Une composition contenant une mélodie aventureuse. Le poser sur un pupitre permet de jouer la mélodie avec un instrument.
Items/MusicSheetValheimMeadows	Text		Valheim - Meadows	Valheim - Les prairies
Items/MusicSheetValheimMeadowsDesc	Text		A composition containing a peaceful melody. Putting it on a music sheet stand lets one play the melody with an instrument.	Composition contenant une mélodie paisible. En la plaçant sur un pupitre, on peut jouer la mélodie avec un instrument.
Items/MusicWorkbench	Text		Music Workbench	Établi de musique
Items/MusicWorkbenchDesc	Text		This writers' table sparks the inspiration for tools and compositions used to conduct music.	Cette table d'écrivains suscite l'inspiration pour les outils et les compositions utilisés pour diriger la musique.
Items/MysteriousIdol	Text		Mysterious Idol	Idole mystérieuse
Items/MysteriousIdolDesc	Text		A crystalline core statue. May attract someone looking for mysterious idols if placed in a habitable room.	Une statue de noyau cristallin. Peut attirer quelqu'un à la recherche d'idoles mystérieuses s'il est placé dans une pièce habitable.
Items/NatureBones	Text		Wilderness Bones	Os de la nature sauvage
Items/NatureCavelingMoss	Text		Lush Moss	Mousse luxuriante
Items/NatureCavelingMossDesc	Text		Ground plants found in Azeos' Wilderness. They grow tiny berries that attract cavelings of the corresponding area.	Plantes terrestres trouvées dans la nature sauvage d'Azeos. Ils poussent de minuscules baies qui attirent les cavernes de la zone correspondante.
Items/NatureDestructible	Text		Flower Vessel	Vase à fleurs
Items/NatureDestructibleDesc	Text		A yellow plant containing organic loot.	Une plante jaune contenant du butin organique.
Items/NatureGemstone	Text		Jungle Emerald	Émeraude de la jungle
Items/NatureGemstoneDesc	Text		A verdant gemstone rarely found in lush regions. Its special properties allow it to be used for higher quality crafting.	Une pierre précieuse verdoyante que l'on trouve rarement dans les régions luxuriantes. Ses propriétés particulières lui permettent d'être utilisée pour des travaux d'artisanat de qualité supérieure.
Items/NatureWoodenDestructible	Text		Overgrown Wooden Crate	Caisse en bois moussu
Items/NatureWoodenDestructibleDesc	Text		A box that has been partially reclaimed by nature. It's containing useful goods.	Une boîte qui a été partiellement récupérée par la nature. Il contient des biens utiles.
Items/NilipedeTrophy	Text		Nilipede Figurine	Figurine de Nilipede
Items/NilipedeTrophyDesc	Text		A lifelike representation of a Nilipede.	Une représentation réaliste d'un Nilipede.
